Product keyword,TrexIDV2,Seller Facing Fee Category,Risk Factor
automotive spare tire carriers,automotive_accessories_exterior,Automotive,Low Risk
automotive spoilers and wings,automotive_accessories_exterior,Automotive,Low Risk
automotive step rails,automotive_accessories_exterior,Automotive,Low Risk
automotive tire and wheel covers,automotive_accessories_exterior,Automotive,Low Risk
automotive tow bars,automotive_accessories_exterior,Automotive,Low Risk
automotive towing brake controls,automotive_accessories_exterior,Automotive,Low Risk
automotive towing hitch mounts,automotive_accessories_exterior,Automotive,Low Risk
automotive towing mirrors,automotive_accessories_exterior,Automotive,Low Risk
automotive towing rail kits,automotive_accessories_exterior,Automotive,Low Risk
automotive towing wiring,automotive_accessories_exterior,Automotive,Low Risk
automotive truck bed side rail anchors,automotive_accessories_exterior,Automotive,Low Risk
automotive vinyl wrap accessories,automotive_accessories_exterior,Automotive,Low Risk
automotive vinyl wraps,automotive_accessories_exterior,Automotive,Low Risk
automotive visor accessories,automotive_accessories_exterior,Automotive,Low Risk
automotive weight distributing hitches,automotive_accessories_exterior,Automotive,Low Risk
automotive window tinting kits,automotive_accessories_exterior,Automotive,Low Risk
automotive windshield snow covers,automotive_accessories_exterior,Automotive,Low Risk
ball mount hitches,automotive_accessories_exterior,Automotive,Low Risk
boat covers,automotive_accessories_exterior,Automotive,Low Risk
car covers,automotive_accessories_exterior,Automotive,Low Risk
parking gadgets,automotive_accessories_exterior,Automotive,Low Risk
powersports chain and sprocket kits,automotive_accessories_exterior,Automotive,Low Risk
powersports gun racks,automotive_accessories_exterior,Automotive,Low Risk
powersports luggage racks,automotive_accessories_exterior,Automotive,Low Risk
powersports plows,automotive_accessories_exterior,Automotive,Low Risk
powersports trailer hitches,automotive_accessories_exterior,Automotive,Low Risk
powersports vehicle covers,automotive_accessories_exterior,Automotive,Low Risk
rv and trailer covers,automotive_accessories_exterior,Automotive,Low Risk
rv awnings,automotive_accessories_exterior,Automotive,Low Risk
rv chocks and blocks,automotive_accessories_exterior,Automotive,Low Risk
rv levelers,automotive_accessories_exterior,Automotive,Low Risk
rv patio awnings,automotive_accessories_exterior,Automotive,Low Risk
rv stabilizers,automotive_accessories_exterior,Automotive,Low Risk
rv steps,automotive_accessories_exterior,Automotive,Low Risk
rv wheel and tire covers,automotive_accessories_exterior,Automotive,Low Risk
sports fan license plate frames,automotive_accessories_exterior,Automotive,Low Risk
surfboard car racks,automotive_accessories_exterior,Automotive,Low Risk
towing couplers,automotive_accessories_exterior,Automotive,Low Risk
towing hitch balls,automotive_accessories_exterior,Automotive,Low Risk
towing hooks,automotive_accessories_exterior,Automotive,Low Risk
towing receivers,automotive_accessories_exterior,Automotive,Low Risk
towing straps,automotive_accessories_exterior,Automotive,Low Risk
trailer axles,automotive_accessories_exterior,Automotive,Low Risk
trailer connectors,automotive_accessories_exterior,Automotive,Low Risk
trailer equipment,automotive_accessories_exterior,Automotive,Low Risk
trailer fenders,automotive_accessories_exterior,Automotive,Low Risk
trailer hitch locks,automotive_accessories_exterior,Automotive,Low Risk
trailer hubs,automotive_accessories_exterior,Automotive,Low Risk
truck bed accessories,automotive_accessories_exterior,Automotive,Low Risk
truck bed extenders,automotive_accessories_exterior,Automotive,Low Risk
truck bed liners,automotive_accessories_exterior,Automotive,Low Risk
truck bed side rails,automotive_accessories_exterior,Automotive,Low Risk
truck cargo bed cover accessories,automotive_accessories_exterior,Automotive,Low Risk
truck cargo bed covers,automotive_accessories_exterior,Automotive,Low Risk
truck cargo bed mats,automotive_accessories_exterior,Automotive,Low Risk
truck ladder racks,automotive_accessories_exterior,Automotive,Low Risk
truck tailgate locks,automotive_accessories_exterior,Automotive,Low Risk
truck tool boxes,automotive_accessories_exterior,Automotive,Low Risk
winch quick connect systems,automotive_accessories_exterior,"Business, Industrial, and Scientific Supplies",Low Risk
winch recovery straps,automotive_accessories_exterior,"Business, Industrial, and Scientific Supplies",Low Risk
winch remote control systems,automotive_accessories_exterior,"Business, Industrial, and Scientific Supplies",Low Risk
automotive wheel chocks,automotive_accessories_exterior,Automotive,Low Risk
automotive cargo brackets,automotive_accessories_exterior,Automotive,Low Risk
automotive lug nut covers,automotive_accessories_exterior,Automotive,Low Risk
automotive valances,automotive_accessories_exterior,Automotive,Low Risk
automotive window louvers,automotive_accessories_exterior,Automotive,Low Risk
automotive battery,automotive_batteries,Automotive,Low Risk
powersports battery,automotive_batteries,Automotive,Low Risk
boat engine parts,automotive_boats_parts_equipment,Automotive,Low Risk
boat engine spare parts kits,automotive_boats_parts_equipment,Automotive,Low Risk
boat fenders,automotive_boats_parts_equipment,Automotive,Low Risk
boat fuel filters,automotive_boats_parts_equipment,Automotive,Low Risk
boat fuel tanks,automotive_boats_parts_equipment,Automotive,Low Risk
boating anchors,automotive_boats_parts_equipment,Automotive,Low Risk
boating bilge pumps,automotive_boats_parts_equipment,Automotive,Low Risk
boating control cables,automotive_boats_parts_equipment,Automotive,Low Risk
boating deck hardware,automotive_boats_parts_equipment,Automotive,Low Risk
boating electrical equipment,automotive_boats_parts_equipment,Automotive,Low Risk
boating equipment,automotive_boats_parts_equipment,Automotive,Low Risk
boating hardware and maintenance supplies,automotive_boats_parts_equipment,Automotive,Low Risk
boating navigation lights,automotive_boats_parts_equipment,Automotive,Low Risk
boating rocker switches,automotive_boats_parts_equipment,Automotive,Low Risk
boating spotlights,automotive_boats_parts_equipment,Automotive,Low Risk
boating strobe and safety lights,automotive_boats_parts_equipment,Automotive,Low Risk
boating water pressure pumps,automotive_boats_parts_equipment,Automotive,Low Risk
boat propellers,automotive_boats_parts_equipment,Automotive,Low Risk
boat storage,automotive_boats_parts_equipment,Automotive,Low Risk
boat trailer guides and rollers,automotive_boats_parts_equipment,Automotive,Low Risk
boat vents and deck plates,automotive_boats_parts_equipment,Automotive,Low Risk
electric trolling motors,automotive_boats_parts_equipment,Automotive,Low Risk
inboard outboard boat motors,automotive_boats_parts_equipment,Automotive,Low Risk
outboard motors,automotive_boats_parts_equipment,Automotive,Low Risk
boating interior lights,automotive_boats_parts_equipment,Automotive,Low Risk
boating wire,automotive_boats_parts_equipment,Automotive,Low Risk
boat trailer tie downs,automotive_boats_parts_equipment,Automotive,Low Risk
automotive brake cleaners,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive cleaning kits,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive cleaning products,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive cleaning sponges and mitts,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive detailing tools,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive drying chamois,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive engine degreasers,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive exterior cleaners,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive glass cleaners,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive hand cleaners,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive ice scrapers,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive leather cleaners,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive metal cleaners,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive microfiber drying chamois,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive plastic protectants,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive polishing and waxing kits,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive polishing clays,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive power polishers and buffers,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive rust treatment chemicals,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive snow brushes,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive tire cleaners and polishes,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive vinyl cleaners,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive washing nozzles,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive weather stripping products,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive windshield washer nozzles,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive windshield washer pumps,automotive_cleaning_tools_supplies,Automotive,Low Risk
boating cleaners,automotive_cleaning_tools_supplies,Automotive,Low Risk
car washing applicators,automotive_cleaning_tools_supplies,Automotive,Low Risk
car washing brushes,automotive_cleaning_tools_supplies,Automotive,Low Risk
car waxes,automotive_cleaning_tools_supplies,Automotive,Low Risk
headlight lens restorers,automotive_cleaning_tools_supplies,Automotive,Low Risk
leather upholstery cleaners,automotive_cleaning_tools_supplies,Automotive,Low Risk
power polisher and buffer pads,automotive_cleaning_tools_supplies,Automotive,Low Risk
rv cleaning and maintenance equipment,automotive_cleaning_tools_supplies,Automotive,Low Risk
rv sewer chemicals and cleaners,automotive_cleaning_tools_supplies,Automotive,Low Risk
waterless automotive wash treatments,automotive_cleaning_tools_supplies,Automotive,Low Risk
wheel cleaners,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive upholstery cleaners,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive care products,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive fuel system cleaners,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive lithium grease,automotive_cleaning_tools_supplies,Automotive,Low Risk
rv roof maintenance kits,automotive_cleaning_tools_supplies,Automotive,Low Risk
windshield washer fluids,automotive_cleaning_tools_supplies,Automotive,Low Risk
automotive decals,automotive_decals,Automotive,Low Risk
automotive decorative emblems,automotive_decals,Automotive,Low Risk
automotive magnets,automotive_decals,Automotive,Low Risk
powersports graphics kits,automotive_decals,Automotive,Low Risk
sports fan automotive decals,automotive_decals,Automotive,Low Risk
powersports graphics,automotive_decals,Automotive,Low Risk
automotive diagnostic tools,automotive_diagnostic_tools,Automotive,Low Risk
automotive engine code scanners,automotive_diagnostic_tools,Automotive,Low Risk
automotive vacuum testers,automotive_diagnostic_tools,Automotive,Low Risk
digital tire gauges,automotive_diagnostic_tools,Automotive,Low Risk
tire gauges,automotive_diagnostic_tools,Automotive,Low Risk
tire pressure monitoring sensors,automotive_diagnostic_tools,Automotive,Low Risk
tire pressure monitoring tools,automotive_diagnostic_tools,Automotive,Low Risk
tire pressure monitoring system products,automotive_diagnostic_tools,Automotive,Low Risk
automotive toggle switches,automotive_electronics,Automotive,Low Risk
rv appliances,automotive_electronics,Automotive,Low Risk
rv electronics,automotive_electronics,Automotive,Low Risk
rv fans,automotive_electronics,Automotive,Low Risk
rv power converters,automotive_electronics,Automotive,Low Risk
vehicle electronics,automotive_electronics,Automotive,Low Risk
automotive air conditioning refrigerant,automotive_fluids,Automotive,Low Risk
automotive antifreeze,automotive_fluids,Automotive,Low Risk
automotive diesel additives,automotive_fluids,Automotive,Low Risk
automotive gas additives,automotive_fluids,Automotive,Low Risk
transmission fluids,automotive_fluids,Automotive,Low Risk
automotive hydraulic fluids,automotive_fluids,Automotive,Low Risk
automotive heavy duty antifreeze coolant diesel exhaust fluid,automotive_fluids,Automotive,Low Risk
auto floor jacks,automotive_lifts_jacks,Automotive,Low Risk
automotive lift supports,automotive_lifts_jacks,Automotive,Low Risk
clearfloor lifts,automotive_lifts_jacks,Automotive,Low Risk
jack stands,automotive_lifts_jacks,Automotive,Low Risk
powersports stands,automotive_lifts_jacks,Automotive,Low Risk
rv jacks,automotive_lifts_jacks,Automotive,Low Risk
scissor lift jacks,automotive_lifts_jacks,Automotive,Low Risk
stabilizer jacks,automotive_lifts_jacks,Automotive,Low Risk
transmission jacks,automotive_lifts_jacks,Automotive,Low Risk
vehicle lifts and jacks,automotive_lifts_jacks,Automotive,Low Risk
automotive suspension struts,automotive_lifts_jacks,Automotive,Low Risk
rv jacks and stabilizers,automotive_lifts_jacks,Automotive,Low Risk
automotive gear oils,automotive_oils,Automotive,Low Risk
automotive oil additives,automotive_oils,Automotive,Low Risk
motor oils,automotive_oils,Automotive,Low Risk
powersports engine oils,automotive_oils,Automotive,Low Risk
two stroke small engine oil,automotive_oils,Automotive,Low Risk
bike oils,automotive_oils,Automotive,Low Risk
aftermarket tpms,automotive_parts,Automotive,Low Risk
agricultural machinery starters and alternators,automotive_parts,"Business, Industrial, and Scientific Supplies",Low Risk
air conditioning manifolds,automotive_parts,Automotive,Low Risk
automotive air cleaner intake hoses,automotive_parts,Automotive,Low Risk
automotive air conditioning compressors,automotive_parts,Automotive,Low Risk
automotive air conditioning condensers,automotive_parts,Automotive,Low Risk
automotive air conditioning vacuum pumps,automotive_parts,Automotive,Low Risk
automotive air dams,automotive_parts,Automotive,Low Risk
automotive air dryers,automotive_parts,Automotive,Low Risk
automotive air filters,automotive_parts,Automotive,Low Risk
automotive air fuel ratio sensors,automotive_parts,Automotive,Low Risk
automotive air horns,automotive_parts,Automotive,Low Risk
automotive alternators,automotive_parts,Automotive,Low Risk
automotive automatic transmission parts,automotive_parts,Automotive,Low Risk
automotive automatic transmission rebuild kits,automotive_parts,Automotive,Low Risk
automotive automatic transmission torque converters,automotive_parts,Automotive,Low Risk
automotive axle bearing and hub assemblies,automotive_parts,Automotive,Low Risk
automotive backup alarms,automotive_parts,Automotive,Low Risk
automotive battery switches,automotive_parts,Automotive,Low Risk
automotive battery terminals,automotive_parts,Automotive,Low Risk
automotive body armor,automotive_parts,Automotive,Low Risk
automotive body clips,automotive_parts,Automotive,Low Risk
automotive body kits,automotive_parts,Automotive,Low Risk
automotive body parts,automotive_parts,Automotive,Low Risk
automotive body reservoirs,automotive_parts,Automotive,Low Risk
automotive brake hydraulics,automotive_parts,Automotive,Low Risk
automotive brake lines,automotive_parts,Automotive,Low Risk
automotive braking system equipment,automotive_parts,Automotive,Low Risk
automotive bumpers,automotive_parts,Automotive,Low Risk
automotive cabin air filters,automotive_parts,Automotive,Low Risk
automotive carburetors,automotive_parts,Automotive,Low Risk
automotive cargo boxes,automotive_parts,Automotive,Low Risk
automotive catalytic converters,automotive_parts,Automotive,Low Risk
automotive circuit breakers,automotive_parts,Automotive,Low Risk
automotive clutch pressure plates and disc sets,automotive_parts,Automotive,Low Risk
automotive cold air intake components,automotive_parts,Automotive,Low Risk
automotive complete shock assemblies,automotive_parts,Automotive,Low Risk
